Device Type, Method, Vector Size, Compute Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Number of GPU Blocks, Number of Threads per Block, Completion Status
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.000255296, 0.000668384, 3.52532e+09, 1.34653e+09, 3, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.00015232, 0.000556352, 5.90861e+09, 1.61768e+09, 3, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.000146944, 0.000542592, 6.12478e+09, 1.65871e+09, 3, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.000270432, 0.000675968, 3.32801e+09, 1.33142e+09, 3, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.000173952, 0.00056928, 5.17384e+09, 1.58094e+09, 3, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.000168224, 0.000567232, 5.35001e+09, 1.58665e+09, 3, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.000224576, 0.000625696, 4.00755e+09, 1.4384e+09, 3, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.000205824, 0.000855424, 4.37267e+09, 1.05211e+09, 3, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.00019968, 0.00060544, 4.50721e+09, 1.48652e+09, 3, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.000257216, 0.000664416, 3.499e+09, 1.35457e+09, 3, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.000250272, 0.000728032, 3.59609e+09, 1.23621e+09, 3, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.000244864, 0.00063968, 3.67551e+09, 1.40695e+09, 3, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.00030304, 0.000696992, 2.9699e+09, 1.29126e+09, 3, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.000327328, 0.000727008, 2.74954e+09, 1.23795e+09, 3, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.000322304, 0.000711488, 2.79239e+09, 1.26495e+09, 3, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.000385184, 0.000792928, 2.33655e+09, 1.13503e+09, 3, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.000483072, 0.000887296, 1.86308e+09, 1.01432e+09, 3, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.000477312, 0.0008864, 1.88556e+09, 1.01534e+09, 3, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.000611648, 0.00102374, 1.47143e+09, 8.79126e+08, 3, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.000950976, 0.00135194, 9.46396e+08, 6.65712e+08, 3, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.000944, 0.00134195, 9.5339e+08, 6.70665e+08, 3, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.00112349, 0.00161072, 8.01077e+08, 5.58756e+08, 3, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.00037536, 0.000773408, 2.3977e+09, 1.16368e+09, 1, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.000370432, 0.000775968, 2.4296e+09, 1.15984e+09, 1, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.00037824, 0.000777056, 2.37944e+09, 1.15822e+09, 1, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.0004208, 0.000820384, 2.13878e+09, 1.09705e+09, 1, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.00041696, 0.000816064, 2.15848e+09, 1.10285e+09, 1, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.000430144, 0.000826656, 2.09232e+09, 1.08872e+09, 1, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.000487744, 0.00088288, 1.84523e+09, 1.01939e+09, 1, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.000482144, 0.00109933, 1.86666e+09, 8.18682e+08, 1, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.000499104, 0.000894816, 1.80323e+09, 1.00579e+09, 1, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.000579616, 0.00097648, 1.55275e+09, 9.21678e+08, 1, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.000573344, 0.00096912, 1.56974e+09, 9.28678e+08, 1, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.000592576, 0.000990304, 1.51879e+09, 9.08812e+08, 1, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.000718304, 0.0011137, 1.25295e+09, 8.0812e+08, 1, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.000712352, 0.00111094, 1.26342e+09, 8.10122e+08, 1, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.000980064, 0.00139168, 9.18307e+08, 6.467e+08, 1, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.000948576, 0.00134502, 9.48791e+08, 6.69133e+08, 1, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.00094512, 0.0013407, 9.5226e+08, 6.71289e+08, 1, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.00097296, 0.0013703, 9.25012e+08, 6.56789e+08, 1, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.00141552, 0.00181082, 6.35809e+08, 4.97014e+08, 1, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.0014127, 0.0018105, 6.37076e+08, 4.97101e+08, 1, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.00155482, 0.00202902, 5.78847e+08, 4.43563e+08, 1, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 900000, 0.00280147, 0.00320845, 3.2126e+08, 2.80509e+08, 1, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 900000, 0.00287773, 0.0032729, 3.12747e+08, 2.74986e+08, 1, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 900000, 0.00289235, 0.00329123, 3.11165e+08, 2.73454e+08, 1, 128, Complete
Intel i5, , 900000, 0.001962, 0.001962, 4.58716e+08, 4.58716e+08, 1, 1, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 0.000244224, 0.00081136, 4.0946e+09, 1.2325e+09, 1023, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 0.000236576, 0.000956032, 4.22697e+09, 1.04599e+09, 1023, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000410688, 0.000859104, 2.43494e+09, 1.164e+09, 1023, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 0.000226624, 0.000664192, 4.4126e+09, 1.50559e+09, 1023, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 0.000219584, 0.00065456, 4.55407e+09, 1.52774e+09, 1023, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000352032, 0.000788832, 2.84065e+09, 1.2677e+09, 1023, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 0.000215616, 0.00064256, 4.63787e+09, 1.55627e+09, 1023, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 0.000206848, 0.000639328, 4.83447e+09, 1.56414e+09, 1023, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.0003456, 0.00080272, 2.89352e+09, 1.24576e+09, 1023, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 0.00015872, 0.000594336, 6.3004e+09, 1.68255e+09, 1023, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 0.00015056, 0.000588224, 6.64187e+09, 1.70003e+09, 1023, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000284896, 0.000718752, 3.51005e+09, 1.3913e+09, 1023, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 0.00011872, 0.00054592, 8.42318e+09, 1.83177e+09, 1023, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 0.000110368, 0.000542816, 9.0606e+09, 1.84224e+09, 1023, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000210688, 0.000644416, 4.74635e+09, 1.55179e+09, 1023, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 9.712e-05, 0.00077424, 1.02965e+10, 1.29159e+09, 1023, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 8.8608e-05, 0.000527872, 1.12857e+10, 1.8944e+09, 1023, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.00021168, 0.000653056, 4.72411e+09, 1.53126e+09, 1023, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 6.8832e-05, 0.000503904, 1.45281e+10, 1.9845e+09, 1023, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 6.0864e-05, 0.000493408, 1.64301e+10, 2.02672e+09, 1023, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000140544, 0.000574784, 7.11521e+09, 1.73978e+09, 1023, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 5.1552e-05, 0.00047952, 1.93979e+10, 2.08542e+09, 1023, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.4096e-05, 0.000495008, 2.26778e+10, 2.02017e+09, 1023, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000141344, 0.000580416, 7.07494e+09, 1.7229e+09, 1023, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 0.000139456, 0.000567296, 7.17072e+09, 1.76275e+09, 511, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 0.00013248, 0.000563136, 7.54831e+09, 1.77577e+09, 511, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000278496, 0.000712448, 3.59072e+09, 1.40361e+09, 511, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 0.0001328, 0.00056304, 7.53012e+09, 1.77607e+09, 511, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 0.000125696, 0.000553568, 7.9557e+09, 1.80646e+09, 511, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000215488, 0.000949312, 4.64063e+09, 1.05339e+09, 511, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 0.00012656, 0.000567904, 7.90139e+09, 1.76086e+09, 511, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 0.000119232, 0.00054992, 8.38701e+09, 1.81845e+09, 511, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000210496, 0.000644064, 4.75068e+09, 1.55264e+09, 511, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 9.6128e-05, 0.000524896, 1.04028e+10, 1.90514e+09, 511, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 8.9056e-05, 0.000511456, 1.12289e+10, 1.9552e+09, 511, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000212992, 0.000645568, 4.69501e+09, 1.54902e+09, 511, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 7.5968e-05, 0.000766368, 1.31634e+10, 1.30486e+09, 511, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 6.864e-05, 0.00050704, 1.45688e+10, 1.97223e+09, 511, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000207392, 0.000649344, 4.82179e+09, 1.54002e+09, 511, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 6.6336e-05, 0.000496224, 1.50748e+10, 2.01522e+09, 511, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 5.8848e-05, 0.000488704, 1.69929e+10, 2.04623e+09, 511, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000140448, 0.000575488, 7.12007e+09, 1.73766e+09, 511, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 5.2928e-05, 0.000478784, 1.88936e+10, 2.08862e+09, 511, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.5696e-05, 0.00047632, 2.18838e+10, 2.09943e+09, 511, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.00014048, 0.000592864, 7.11845e+09, 1.68673e+09, 511, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 4.4544e-05, 0.000480608, 2.24497e+10, 2.0807e+09, 511, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 3.728e-05, 0.0004744, 2.6824e+10, 2.10793e+09, 511, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000145792, 0.000585664, 6.85909e+09, 1.70746e+09, 511, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 8.8448e-05, 0.000514976, 1.13061e+10, 1.94184e+09, 255, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 8.192e-05, 0.000511008, 1.2207e+10, 1.95692e+09, 255, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000205344, 0.000638368, 4.86988e+09, 1.56649e+09, 255, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 8.6656e-05, 0.000774848, 1.15399e+10, 1.29058e+09, 255, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 7.9072e-05, 0.000516544, 1.26467e+10, 1.93594e+09, 255, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.00020672, 0.000647904, 4.83746e+09, 1.54344e+09, 255, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 8.4416e-05, 0.000519808, 1.18461e+10, 1.92379e+09, 255, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 7.7728e-05, 0.00050768, 1.28654e+10, 1.96974e+09, 255, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000206272, 0.000638912, 4.84797e+09, 1.56516e+09, 255, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 6.688e-05, 0.000495168, 1.49522e+10, 2.01952e+09, 255, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 6.2208e-05, 0.000492704, 1.60751e+10, 2.02962e+09, 255, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000144768, 0.00058272, 6.9076e+09, 1.71609e+09, 255, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 5.6512e-05, 0.000483104, 1.76954e+10, 2.06995e+09, 255, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.9536e-05, 0.000479168, 2.01873e+10, 2.08695e+09, 255, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000141952, 0.000575232, 7.04464e+09, 1.73843e+09, 255, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 5.3312e-05, 0.00048224, 1.87575e+10, 2.07366e+09, 255, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.6784e-05, 0.0004736, 2.13748e+10, 2.11149e+09, 255, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000142528, 0.000577248, 7.01617e+09, 1.73236e+09, 255, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 4.5632e-05, 0.000487488, 2.19144e+10, 2.05133e+09, 255, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 3.8848e-05, 0.000470496, 2.57414e+10, 2.12542e+09, 255, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000145408, 0.000580736, 6.8772e+09, 1.72195e+09, 255, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 4.5792e-05, 0.00047536, 2.18379e+10, 2.10367e+09, 255, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 3.9168e-05, 0.000466912, 2.5531e+10, 2.14173e+09, 255, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000148768, 0.000584992, 6.72188e+09, 1.70943e+09, 255, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 6.256e-05, 0.000487776, 1.59847e+10, 2.05012e+09, 127, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 5.6128e-05, 0.000503584, 1.78164e+10, 1.98577e+09, 127, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000139392, 0.000582688, 7.17401e+09, 1.71618e+09, 127, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 6.1984e-05, 0.000490496, 1.61332e+10, 2.03875e+09, 127, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 5.5968e-05, 0.000482656, 1.78674e+10, 2.07187e+09, 127, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.00014144, 0.000577888, 7.07014e+09, 1.73044e+09, 127, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 6.3456e-05, 0.000492544, 1.5759e+10, 2.03028e+09, 127, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 5.6928e-05, 0.000490592, 1.7566e+10, 2.03835e+09, 127, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000142976, 0.000576544, 6.99418e+09, 1.73447e+09, 127, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 5.2064e-05, 0.000494176, 1.92071e+10, 2.02357e+09, 127, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.5696e-05, 0.000478976, 2.18838e+10, 2.08779e+09, 127, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000143872, 0.000571424, 6.95062e+09, 1.75001e+09, 127, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 4.7392e-05, 0.000474336, 2.11006e+10, 2.10821e+09, 127, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.0928e-05, 0.000470528, 2.44331e+10, 2.12527e+09, 127, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000145504, 0.00057936, 6.87266e+09, 1.72604e+09, 127, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 5.0016e-05, 0.000479232, 1.99936e+10, 2.08667e+09, 127, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.3552e-05, 0.000490112, 2.29611e+10, 2.04035e+09, 127, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000145312, 0.000589056, 6.88174e+09, 1.69763e+09, 127, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 4.624e-05, 0.000482208, 2.16263e+10, 2.07379e+09, 127, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 3.952e-05, 0.000469024, 2.53036e+10, 2.13209e+09, 127, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000148864, 0.00058256, 6.71754e+09, 1.71656e+09, 127, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 4.512e-05, 0.000473344, 2.21631e+10, 2.11263e+09, 127, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 3.8848e-05, 0.00046624, 2.57414e+10, 2.14482e+09, 127, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000161696, 0.00059712, 6.18444e+09, 1.67471e+09, 127, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 5.1232e-05, 0.000493696, 1.9519e+10, 2.02554e+09, 63, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.4544e-05, 0.000479776, 2.24497e+10, 2.08431e+09, 63, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.0001464, 0.000588128, 6.8306e+09, 1.70031e+09, 63, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 5.2096e-05, 0.000509184, 1.91953e+10, 1.96393e+09, 63, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.5152e-05, 0.000472064, 2.21474e+10, 2.11836e+09, 63, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000144896, 0.000580416, 6.9015e+09, 1.7229e+09, 63, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 5.4528e-05, 0.00048128, 1.83392e+10, 2.07779e+09, 63, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.7872e-05, 0.000493728, 2.0889e+10, 2.02541e+09, 63, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000146048, 0.000588128, 6.84706e+09, 1.70031e+09, 63, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 4.576e-05, 0.0004808, 2.18531e+10, 2.07987e+09, 63, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 3.9392e-05, 0.00047504, 2.53859e+10, 2.10509e+09, 63, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.0001488, 0.000653184, 6.72043e+09, 1.53096e+09, 63, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 4.7712e-05, 0.000474592, 2.09591e+10, 2.10707e+09, 63, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.1152e-05, 0.000469792, 2.43002e+10, 2.1286e+09, 63, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.00015136, 0.000584256, 6.60677e+09, 1.71158e+09, 63, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 5.424e-05, 0.000576192, 1.84366e+10, 1.73553e+09, 63, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1000000, 4.7968e-05, 0.000476512, 2.08472e+10, 2.09858e+09, 63, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1000000, 0.000154944, 0.000591264, 6.45394e+09, 1.69129e+09, 63, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1000000, 4.608e-05, 0.000472672, 2.17014e+10, 2.11563e+09, 63, 256, Complete
